Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2026-03-11,293.5,296.3999938964844,283.04998779296875,284.6000061035156,284.6000061035156,6993210,SWIGGY
2026-03-12,281.0,285.6000061035156,271.1000061035156,280.8999938964844,280.8999938964844,14050937,SWIGGY
2026-03-13,281.0,287.75,280.1000061035156,282.1499938964844,282.1499938964844,13147249,SWIGGY
2026-03-16,279.6499938964844,285.79998779296875,275.6000061035156,284.6000061035156,284.6000061035156,9307845,SWIGGY
2026-03-17,284.1000061035156,295.79998779296875,281.6000061035156,292.8500061035156,292.8500061035156,10306335,SWIGGY
2026-03-18,295.0,300.75,292.79998779296875,298.75,298.75,5058542,SWIGGY
2026-03-19,294.54998779296875,294.54998779296875,281.1499938964844,283.25,283.25,5525304,SWIGGY
2026-03-20,285.8999938964844,292.1499938964844,280.0,282.79998779296875,282.79998779296875,36778157,SWIGGY
2026-03-23,277.3500061035156,280.79998779296875,266.95001220703125,272.54998779296875,272.54998779296875,17054816,SWIGGY
2026-03-24,280.95001220703125,282.29998779296875,268.3999938964844,275.75,275.75,13687388,SWIGGY
2026-03-25,282.1000061035156,288.75,272.04998779296875,276.6499938964844,276.6499938964844,19804539,SWIGGY
2026-03-27,276.0,278.0,266.29998779296875,268.54998779296875,268.54998779296875,14361653,SWIGGY
2026-03-30,265.0,266.79998779296875,258.25,260.04998779296875,260.04998779296875,15216846,SWIGGY
2026-04-01,270.0,273.0,262.75,265.29998779296875,265.29998779296875,18390484,SWIGGY
2026-04-02,262.5,277.0,256.70001220703125,275.3500061035156,275.3500061035156,10194616,SWIGGY
2026-04-06,275.29998779296875,275.29998779296875,266.0,271.79998779296875,271.79998779296875,20126703,SWIGGY
2026-04-07,269.20001220703125,271.5,264.25,269.29998779296875,269.29998779296875,7659468,SWIGGY
2026-04-08,281.0,285.6000061035156,275.6000061035156,277.6499938964844,277.6499938964844,15185206,SWIGGY
2026-04-09,277.6499938964844,281.95001220703125,269.20001220703125,271.8999938964844,271.8999938964844,8706111,SWIGGY
2026-04-10,274.1000061035156,280.75,273.3999938964844,275.0,275.0,7921618,SWIGGY
2026-04-13,266.20001220703125,268.25,262.8500061035156,264.20001220703125,264.20001220703125,9464614,SWIGGY
2026-04-15,268.8500061035156,274.8500061035156,268.79998779296875,272.25,272.25,11985471,SWIGGY
2026-04-16,275.0,282.45001220703125,273.75,280.3999938964844,280.3999938964844,7853184,SWIGGY
2026-04-17,281.8500061035156,283.3500061035156,274.04998779296875,277.45001220703125,277.45001220703125,7586920,SWIGGY
2026-04-20,278.8500061035156,284.5,272.79998779296875,279.1499938964844,279.1499938964844,6896882,SWIGGY
2026-04-21,280.0,284.95001220703125,277.45001220703125,283.79998779296875,283.79998779296875,8713558,SWIGGY
2026-04-22,283.25,296.0,282.45001220703125,294.70001220703125,294.70001220703125,11377031,SWIGGY
2026-04-23,291.95001220703125,297.0,287.6000061035156,293.04998779296875,293.04998779296875,10095456,SWIGGY
2026-04-24,295.04998779296875,299.0,282.95001220703125,287.1000061035156,287.1000061035156,11425117,SWIGGY
2026-04-27,290.3999938964844,292.79998779296875,284.25,286.20001220703125,286.20001220703125,8383881,SWIGGY
2026-04-28,286.20001220703125,289.8999938964844,277.6499938964844,282.29998779296875,282.29998779296875,8506587,SWIGGY
2026-04-29,288.0,288.6000061035156,272.5,275.0,275.0,16710318,SWIGGY
2026-04-30,273.3999938964844,274.6000061035156,265.3500061035156,270.29998779296875,270.29998779296875,7964918,SWIGGY
2026-05-01,270.29998779296875,270.29998779296875,270.29998779296875,270.29998779296875,270.29998779296875,0,SWIGGY
2026-05-04,271.3999938964844,279.6000061035156,270.70001220703125,278.79998779296875,278.79998779296875,6684720,SWIGGY
2026-05-05,275.3500061035156,280.8500061035156,271.54998779296875,273.70001220703125,273.70001220703125,8389362,SWIGGY
2026-05-06,276.3999938964844,280.5,273.29998779296875,279.8500061035156,279.8500061035156,4945649,SWIGGY
2026-05-07,282.0,283.70001220703125,278.29998779296875,279.5,279.5,6085932,SWIGGY
2026-05-08,279.95001220703125,284.0,275.5,280.5,280.5,8765662,SWIGGY
2026-05-11,275.95001220703125,276.0,261.20001220703125,263.70001220703125,263.70001220703125,24412060,SWIGGY
2026-05-12,263.95001220703125,266.54998779296875,255.0,255.85000610351562,255.85000610351562,8284923,SWIGGY
2026-05-13,256.1000061035156,261.0,252.0,253.0,253.0,6249748,SWIGGY
2026-05-14,255.6999969482422,258.29998779296875,251.5500030517578,256.70001220703125,256.70001220703125,13738086,SWIGGY
2026-05-15,256.79998779296875,259.79998779296875,254.1999969482422,255.39999389648438,255.39999389648438,6963341,SWIGGY
2026-05-18,250.85000610351562,255.1999969482422,247.3000030517578,254.10000610351562,254.10000610351562,12986815,SWIGGY
2026-05-19,255.10000610351562,262.95001220703125,253.64999389648438,260.70001220703125,260.70001220703125,10197754,SWIGGY
2026-05-20,259.3500061035156,260.5,254.5,256.3500061035156,256.3500061035156,9905588,SWIGGY
2026-05-21,259.0,259.5,250.0,250.75,250.75,9716798,SWIGGY
2026-05-22,251.0,252.5,248.5500030517578,249.9499969482422,249.9499969482422,6447196,SWIGGY
2026-05-25,250.0,254.85000610351562,249.3000030517578,250.0500030517578,250.0500030517578,9910182,SWIGGY
2026-05-26,250.0500030517578,256.8999938964844,249.0,253.89999389648438,253.89999389648438,8487347,SWIGGY
2026-05-27,254.89999389648438,272.29998779296875,254.60000610351562,270.6499938964844,270.6499938964844,27066874,SWIGGY
2026-05-28,270.6499938964844,270.6499938964844,270.6499938964844,270.6499938964844,270.6499938964844,0,SWIGGY
2026-05-29,270.6499938964844,270.75,255.4499969482422,257.8999938964844,257.8999938964844,25781109,SWIGGY
2026-06-01,259.1000061035156,259.8999938964844,248.75,249.75,249.75,6241815,SWIGGY
2026-06-02,249.25,255.75,244.5,254.14999389648438,254.14999389648438,6372635,SWIGGY
2026-06-03,254.0,254.64999389648438,248.25,251.89999389648438,251.89999389648438,3860529,SWIGGY
2026-06-04,250.60000610351562,257.8500061035156,249.10000610351562,253.64999389648438,253.64999389648438,8304467,SWIGGY
2026-06-05,253.64999389648438,257.8500061035156,249.1999969482422,250.60000610351562,250.60000610351562,12546285,SWIGGY
2026-06-08,249.0,249.3000030517578,239.3000030517578,241.1999969482422,241.1999969482422,10095654,SWIGGY
2026-06-09,243.25,250.6999969482422,238.5,249.9499969482422,249.9499969482422,10629068,SWIGGY
2026-06-10,250.0,252.35000610351562,241.0500030517578,242.3000030517578,242.3000030517578,12045645,SWIGGY
2026-06-11,240.9499969482422,243.0,236.8000030517578,240.1999969482422,240.1999969482422,5994672,SWIGGY
2026-06-12,244.1999969482422,251.25,243.4499969482422,249.89999389648438,249.89999389648438,12883067,SWIGGY
2026-06-15,255.0,267.1499938964844,253.14999389648438,257.20001220703125,257.20001220703125,22692808,SWIGGY
2026-06-16,259.5,263.8500061035156,256.79998779296875,259.6499938964844,259.6499938964844,13180848,SWIGGY
2026-06-17,261.25,270.0,258.45001220703125,259.45001220703125,259.45001220703125,16298941,SWIGGY
2026-06-18,261.5,261.70001220703125,252.64999389648438,255.9499969482422,255.9499969482422,12878303,SWIGGY
2026-06-19,255.9499969482422,256.5,252.0,254.0500030517578,254.0500030517578,8866241,SWIGGY
2026-06-22,255.89999389648438,258.20001220703125,254.14999389648438,254.64999389648438,254.64999389648438,7011146,SWIGGY
2026-06-23,255.0,258.1000061035156,249.0,249.85000610351562,249.85000610351562,5796026,SWIGGY
2026-06-24,250.0500030517578,250.0500030517578,239.6999969482422,244.1999969482422,244.1999969482422,25785563,SWIGGY
2026-06-25,244.60000610351562,246.39999389648438,239.6999969482422,240.75,240.75,13326966,SWIGGY
2026-06-26,240.75,240.75,240.75,240.75,240.75,0,SWIGGY
2026-06-29,240.75,241.25,236.5,238.75,238.75,7356631,SWIGGY
2026-06-30,240.0,241.75,235.75,239.35000610351562,239.35000610351562,12859033,SWIGGY
2026-07-01,240.0,248.94000244140625,238.50999450683594,246.97999572753906,246.97999572753906,10225551,SWIGGY
2026-07-02,248.52000427246094,253.3000030517578,248.0500030517578,249.0,249.0,10730464,SWIGGY
2026-07-03,250.89999389648438,254.42999267578125,247.41000366210938,248.27000427246094,248.27000427246094,10043808,SWIGGY
2026-07-06,249.39999389648438,250.30999755859375,244.6699981689453,248.3699951171875,248.3699951171875,7916834,SWIGGY
2026-07-07,250.0500030517578,267.3999938964844,249.99000549316406,266.2699890136719,266.2699890136719,32937738,SWIGGY
2026-07-08,265.0,270.3299865722656,259.010009765625,261.4100036621094,261.4100036621094,36474952,SWIGGY
2026-07-09,262.0,282.4100036621094,262.0,280.95001220703125,280.95001220703125,55995424,SWIGGY
2026-07-10,284.6000061035156,284.67999267578125,271.1499938964844,273.25,273.25,24089869,SWIGGY
